TRAIN_TT,TRAIN_CO,TRAIN_HE,SM_TT,SM_CO,SM_HE,CAR_TT,CAR_CO,PURPOSE,FIRST,TICKET,WHO,LUGGAGE,AGE,MALE,INCOME,GA,ORIGIN,DEST,SM_SEATS
120.0,72.0,30.0,48.0,98.0,20.0,143.0,65.0,2.0,9.0,13.0,20.0,24.0,29.0,34.0,35.0,40.0,43.0,60.0,81.0
419.0,67.0,30.0,216.0,91.0,20.0,312.0,150.0,3.0,9.0,11.0,23.0,25.0,30.0,34.0,38.0,40.0,59.0,73.0,81.0
211.0,210.0,60.0,103.0,274.0,30.0,200.0,140.0,2.0,10.0,13.0,23.0,24.0,30.0,34.0,38.0,40.0,42.0,77.0,81.0
61.0,16.0,60.0,42.0,20.0,20.0,0.0,0.0,2.0,9.0,11.0,21.0,26.0,30.0,34.0,36.0,40.0,59.0,77.0,82.0
222.0,50.0,120.0,77.0,80.0,10.0,208.0,123.0,2.0,9.0,15.0,21.0,25.0,29.0,33.0,38.0,40.0,42.0,77.0,82.0
334.0,144.0,30.0,136.0,172.0,10.0,260.0,112.0,3.0,9.0,13.0,21.0,24.0,29.0,34.0,38.0,40.0,59.0,75.0,81.0
231.0,112.0,60.0,154.0,122.0,20.0,273.0,135.0,2.0,10.0,11.0,22.0,25.0,29.0,34.0,37.0,40.0,50.0,77.0,81.0
182.0,81.0,120.0,68.0,118.0,10.0,160.0,76.0,3.0,10.0,11.0,21.0,25.0,30.0,34.0,37.0,40.0,42.0,77.0,81.0
59.0,100.0,120.0,35.0,108.0,20.0,156.0,110.0,1.0,10.0,15.0,22.0,25.0,28.0,34.0,38.0,40.0,54.0,79.0,81.0
163.0,2220.0,60.0,92.0,2960.0,30.0,0.0,0.0,6.0,9.0,17.0,21.0,25.0,28.0,33.0,36.0,41.0,43.0,60.0,81.0
231.0,3120.0,60.0,76.0,4160.0,30.0,0.0,0.0,0.0,9.0,16.0,23.0,25.0,28.0,34.0,37.0,41.0,59.0,60.0,81.0
149.0,14.0,120.0,119.0,19.0,10.0,112.0,85.0,3.0,9.0,16.0,21.0,25.0,29.0,34.0,38.0,40.0,43.0,72.0,81.0
138.0,35.0,120.0,62.0,45.0,10.0,130.0,78.0,0.0,9.0,11.0,21.0,25.0,28.0,34.0,37.0,40.0,57.0,61.0,81.0
161.0,40.0,120.0,64.0,53.0,10.0,97.0,91.0,2.0,9.0,11.0,21.0,25.0,31.0,33.0,36.0,40.0,59.0,61.0,82.0
202.0,150.0,30.0,115.0,194.0,10.0,120.0,100.0,2.0,10.0,13.0,22.0,25.0,28.0,34.0,38.0,40.0,52.0,61.0,81.0
289.0,270.0,30.0,133.0,301.0,30.0,176.0,195.0,3.0,10.0,13.0,21.0,25.0,30.0,34.0,38.0,40.0,57.0,73.0,81.0
126.0,61.0,30.0,94.0,76.0,20.0,130.0,150.0,6.0,9.0,13.0,22.0,24.0,29.0,33.0,37.0,40.0,59.0,65.0,81.0
280.0,144.0,60.0,122.0,215.0,30.0,260.0,140.0,3.0,9.0,13.0,21.0,24.0,29.0,34.0,38.0,40.0,59.0,75.0,81.0
196.0,76.0,30.0,115.0,88.0,30.0,195.0,80.0,2.0,10.0,11.0,22.0,25.0,29.0,34.0,38.0,40.0,43.0,79.0,81.0
336.0,86.0,30.0,95.0,102.0,30.0,216.0,247.0,3.0,9.0,11.0,21.0,25.0,29.0,33.0,37.0,40.0,59.0,72.0,81.0
200.0,67.0,120.0,90.0,77.0,30.0,0.0,0.0,2.0,9.0,14.0,21.0,24.0,28.0,34.0,36.0,40.0,59.0,60.0,81.0
236.0,105.0,30.0,81.0,118.0,10.0,190.0,112.0,2.0,10.0,11.0,22.0,24.0,28.0,34.0,38.0,40.0,59.0,60.0,81.0
194.0,108.0,120.0,100.0,128.0,20.0,200.0,156.0,2.0,9.0,13.0,22.0,24.0,30.0,34.0,38.0,40.0,57.0,60.0,81.0
151.0,50.0,60.0,108.0,62.0,30.0,160.0,80.0,3.0,9.0,11.0,21.0,24.0,30.0,34.0,36.0,40.0,57.0,60.0,81.0
136.0,176.0,60.0,74.0,194.0,10.0,130.0,68.0,2.0,10.0,13.0,22.0,24.0,28.0,34.0,38.0,40.0,43.0,79.0,81.0
246.0,146.0,60.0,114.0,178.0,10.0,270.0,128.0,2.0,10.0,11.0,23.0,25.0,29.0,34.0,38.0,40.0,59.0,72.0,81.0
227.0,95.0,30.0,77.0,132.0,20.0,221.0,110.0,0.0,9.0,13.0,22.0,25.0,28.0,34.0,38.0,40.0,57.0,60.0,81.0
128.0,74.0,120.0,60.0,84.0,20.0,130.0,130.0,2.0,10.0,11.0,20.0,24.0,30.0,34.0,35.0,40.0,43.0,79.0,81.0
262.0,74.0,120.0,97.0,104.0,10.0,273.0,84.0,2.0,9.0,14.0,21.0,24.0,28.0,33.0,36.0,40.0,42.0,79.0,82.0
164.0,76.0,30.0,74.0,94.0,30.0,140.0,90.0,4.0,10.0,11.0,22.0,25.0,30.0,34.0,38.0,40.0,43.0,70.0,81.0
90.0,4200.0,30.0,44.0,6720.0,20.0,0.0,0.0,0.0,10.0,16.0,21.0,25.0,30.0,34.0,36.0,41.0,42.0,72.0,81.0
193.0,158.0,30.0,50.0,225.0,20.0,260.0,130.0,2.0,10.0,13.0,21.0,24.0,30.0,34.0,38.0,40.0,57.0,60.0,81.0
105.0,4200.0,60.0,63.0,5040.0,20.0,130.0,150.0,0.0,10.0,16.0,22.0,25.0,29.0,34.0,38.0,41.0,54.0,72.0,82.0
85.0,12.0,120.0,34.0,15.0,20.0,80.0,65.0,1.0,9.0,16.0,21.0,25.0,29.0,34.0,37.0,40.0,43.0,60.0,81.0
200.0,76.0,30.0,116.0,81.0,10.0,150.0,84.0,2.0,10.0,11.0,23.0,25.0,30.0,34.0,38.0,40.0,57.0,74.0,81.0
125.0,96.0,60.0,44.0,99.0,20.0,88.0,52.0,3.0,9.0,13.0,21.0,24.0,28.0,33.0,37.0,40.0,59.0,61.0,81.0
133.0,147.0,120.0,121.0,196.0,30.0,117.0,40.0,2.0,10.0,18.0,21.0,24.0,30.0,33.0,37.0,40.0,59.0,77.0,81.0
130.0,50.0,30.0,86.0,52.0,10.0,143.0,91.0,3.0,9.0,11.0,21.0,25.0,31.0,34.0,37.0,40.0,42.0,61.0,81.0
236.0,94.0,120.0,81.0,112.0,20.0,152.0,112.0,3.0,10.0,11.0,21.0,25.0,30.0,34.0,37.0,40.0,59.0,60.0,81.0
180.0,19.0,30.0,116.0,23.0,10.0,120.0,60.0,3.0,10.0,16.0,21.0,25.0,29.0,34.0,37.0,40.0,42.0,65.0,81.0
110.0,3120.0,120.0,57.0,3380.0,20.0,0.0,0.0,2.0,9.0,16.0,21.0,25.0,29.0,34.0,36.0,41.0,52.0,60.0,81.0
279.0,203.0,60.0,178.0,254.0,30.0,195.0,72.0,3.0,10.0,13.0,21.0,25.0,30.0,34.0,37.0,40.0,59.0,61.0,81.0
182.0,116.0,30.0,82.0,150.0,20.0,180.0,156.0,2.0,10.0,11.0,22.0,24.0,29.0,34.0,38.0,40.0,57.0,60.0,81.0
64.0,14.0,60.0,42.0,19.0,10.0,0.0,0.0,2.0,9.0,11.0,21.0,26.0,30.0,34.0,36.0,40.0,59.0,77.0,81.0
108.0,64.0,30.0,53.0,74.0,10.0,80.0,60.0,2.0,10.0,11.0,23.0,24.0,29.0,34.0,37.0,40.0,43.0,60.0,81.0
268.0,79.0,60.0,110.0,105.0,30.0,0.0,0.0,2.0,9.0,11.0,21.0,24.0,27.0,34.0,36.0,40.0,59.0,60.0,81.0
138.0,2340.0,120.0,80.0,4160.0,10.0,80.0,128.0,0.0,9.0,16.0,23.0,26.0,28.0,34.0,38.0,41.0,42.0,61.0,81.0
156.0,85.0,120.0,74.0,88.0,30.0,130.0,75.0,2.0,10.0,11.0,21.0,24.0,30.0,34.0,38.0,40.0,52.0,61.0,81.0
166.0,200.0,60.0,99.0,266.0,20.0,0.0,0.0,2.0,10.0,19.0,21.0,25.0,30.0,33.0,38.0,40.0,42.0,75.0,81.0
125.0,91.0,30.0,49.0,99.0,30.0,72.0,78.0,2.0,9.0,13.0,22.0,24.0,28.0,34.0,38.0,40.0,43.0,60.0,81.0
250.0,270.0,60.0,110.0,310.0,10.0,230.0,124.0,2.0,10.0,13.0,22.0,25.0,29.0,34.0,38.0,40.0,52.0,77.0,81.0
88.0,3120.0,120.0,48.0,4160.0,10.0,0.0,0.0,0.0,9.0,16.0,21.0,25.0,29.0,34.0,36.0,41.0,54.0,72.0,81.0
223.0,59.0,120.0,118.0,70.0,30.0,312.0,116.0,3.0,9.0,11.0,21.0,25.0,30.0,33.0,37.0,40.0,59.0,69.0,81.0
150.0,62.0,60.0,56.0,70.0,10.0,170.0,76.0,2.0,9.0,11.0,22.0,25.0,30.0,34.0,37.0,40.0,57.0,60.0,81.0
206.0,4200.0,120.0,109.0,5040.0,30.0,120.0,123.0,4.0,10.0,16.0,22.0,25.0,29.0,34.0,38.0,41.0,43.0,72.0,81.0
124.0,60.0,60.0,59.0,80.0,30.0,91.0,64.0,0.0,9.0,15.0,21.0,25.0,29.0,33.0,37.0,40.0,43.0,77.0,81.0
107.0,34.0,30.0,35.0,48.0,20.0,0.0,0.0,2.0,9.0,11.0,21.0,25.0,27.0,34.0,36.0,40.0,43.0,60.0,81.0
97.0,100.0,60.0,41.0,100.0,20.0,48.0,28.0,0.0,10.0,15.0,22.0,25.0,29.0,34.0,38.0,40.0,42.0,72.0,81.0
223.0,100.0,120.0,167.0,114.0,30.0,247.0,100.0,3.0,9.0,13.0,21.0,24.0,28.0,33.0,37.0,40.0,59.0,74.0,81.0
283.0,110.0,60.0,109.0,137.0,10.0,351.0,195.0,2.0,10.0,11.0,22.0,25.0,29.0,33.0,37.0,40.0,52.0,79.0,81.0
125.0,96.0,120.0,49.0,106.0,20.0,143.0,70.0,3.0,9.0,13.0,21.0,24.0,30.0,34.0,37.0,40.0,59.0,61.0,81.0
258.0,109.0,30.0,149.0,127.0,30.0,325.0,124.0,2.0,10.0,11.0,23.0,24.0,29.0,34.0,38.0,40.0,57.0,72.0,81.0
178.0,16.0,30.0,96.0,17.0,30.0,96.0,91.0,3.0,10.0,17.0,21.0,24.0,31.0,34.0,38.0,40.0,43.0,75.0,81.0
97.0,2220.0,120.0,27.0,2220.0,30.0,0.0,0.0,0.0,9.0,17.0,21.0,25.0,28.0,33.0,37.0,41.0,52.0,60.0,82.0
189.0,10.0,60.0,102.0,11.0,10.0,220.0,96.0,3.0,9.0,17.0,21.0,24.0,27.0,34.0,36.0,40.0,57.0,60.0,81.0
219.0,95.0,60.0,149.0,111.0,10.0,221.0,149.0,1.0,9.0,13.0,21.0,24.0,29.0,34.0,38.0,40.0,59.0,67.0,81.0
220.0,51.0,30.0,170.0,58.0,30.0,210.0,125.0,2.0,9.0,11.0,21.0,24.0,28.0,34.0,37.0,40.0,54.0,79.0,81.0
263.0,126.0,60.0,121.0,161.0,30.0,260.0,96.0,2.0,10.0,11.0,22.0,24.0,28.0,34.0,38.0,40.0,42.0,77.0,81.0
79.0,464.0,120.0,57.0,557.0,30.0,0.0,0.0,1.0,10.0,18.0,22.0,25.0,29.0,33.0,36.0,40.0,58.0,79.0,81.0
61.0,2340.0,30.0,28.0,4160.0,20.0,52.0,25.0,1.0,9.0,16.0,21.0,25.0,29.0,34.0,37.0,41.0,59.0,77.0,81.0
114.0,50.0,120.0,56.0,71.0,10.0,80.0,44.0,2.0,10.0,11.0,22.0,25.0,30.0,34.0,37.0,40.0,43.0,77.0,81.0
147.0,71.0,30.0,73.0,78.0,10.0,90.0,44.0,2.0,10.0,11.0,22.0,25.0,29.0,34.0,38.0,40.0,43.0,60.0,81.0
80.0,24.0,60.0,31.0,38.0,30.0,0.0,0.0,2.0,9.0,14.0,21.0,26.0,29.0,33.0,37.0,40.0,52.0,60.0,81.0
133.0,163.0,120.0,119.0,212.0,20.0,90.0,65.0,2.0,10.0,18.0,21.0,24.0,30.0,33.0,37.0,40.0,59.0,77.0,81.0
87.0,3120.0,60.0,39.0,3380.0,10.0,0.0,0.0,1.0,9.0,16.0,21.0,25.0,28.0,34.0,36.0,41.0,43.0,77.0,82.0
114.0,68.0,120.0,72.0,83.0,10.0,91.0,65.0,2.0,9.0,13.0,21.0,26.0,29.0,33.0,36.0,40.0,58.0,79.0,82.0
112.0,122.0,120.0,54.0,167.0,10.0,80.0,44.0,2.0,10.0,13.0,22.0,24.0,29.0,34.0,38.0,40.0,42.0,61.0,81.0
90.0,42.0,60.0,42.0,49.0,10.0,60.0,40.0,4.0,9.0,11.0,23.0,25.0,29.0,34.0,37.0,40.0,43.0,60.0,82.0
143.0,37.0,120.0,70.0,44.0,20.0,72.0,20.0,5.0,10.0,12.0,22.0,25.0,27.0,34.0,39.0,40.0,42.0,61.0,82.0
194.0,84.0,60.0,105.0,97.0,10.0,112.0,100.0,2.0,10.0,11.0,22.0,24.0,28.0,34.0,39.0,40.0,53.0,61.0,81.0
182.0,252.0,60.0,71.0,281.0,10.0,190.0,84.0,3.0,10.0,13.0,21.0,24.0,28.0,34.0,37.0,40.0,59.0,60.0,81.0
124.0,83.0,30.0,59.0,133.0,20.0,96.0,80.0,1.0,10.0,15.0,22.0,25.0,29.0,33.0,38.0,40.0,59.0,61.0,81.0
100.0,22.0,30.0,56.0,35.0,20.0,80.0,24.0,0.0,9.0,11.0,21.0,25.0,30.0,34.0,38.0,40.0,42.0,72.0,81.0
150.0,50.0,60.0,80.0,62.0,30.0,143.0,48.0,2.0,9.0,11.0,23.0,24.0,28.0,33.0,37.0,40.0,42.0,61.0,81.0
117.0,36.0,30.0,59.0,45.0,30.0,0.0,0.0,0.0,9.0,11.0,22.0,25.0,29.0,33.0,37.0,40.0,42.0,61.0,82.0
111.0,4200.0,60.0,41.0,5460.0,10.0,0.0,0.0,0.0,10.0,16.0,21.0,25.0,30.0,34.0,36.0,41.0,42.0,72.0,81.0
92.0,63.0,30.0,37.0,76.0,10.0,64.0,45.0,2.0,9.0,13.0,21.0,24.0,29.0,34.0,37.0,40.0,42.0,61.0,81.0
177.0,45.0,30.0,142.0,57.0,20.0,144.0,52.0,2.0,9.0,11.0,21.0,26.0,28.0,33.0,39.0,40.0,50.0,61.0,81.0
183.0,92.0,120.0,82.0,109.0,20.0,170.0,143.0,2.0,10.0,11.0,22.0,24.0,28.0,34.0,37.0,40.0,52.0,65.0,81.0
188.0,111.0,60.0,82.0,149.0,30.0,170.0,95.0,0.0,9.0,13.0,21.0,24.0,29.0,34.0,38.0,40.0,57.0,60.0,81.0
128.0,86.0,60.0,87.0,91.0,20.0,143.0,65.0,3.0,9.0,13.0,21.0,24.0,28.0,34.0,37.0,40.0,57.0,60.0,81.0
132.0,2600.0,60.0,56.0,4160.0,30.0,0.0,0.0,2.0,9.0,16.0,21.0,25.0,27.0,33.0,39.0,41.0,59.0,61.0,81.0
118.0,96.0,30.0,73.0,116.0,20.0,100.0,84.0,2.0,9.0,13.0,22.0,24.0,29.0,34.0,39.0,40.0,43.0,60.0,81.0
148.0,23.0,60.0,105.0,26.0,20.0,0.0,0.0,2.0,9.0,11.0,21.0,25.0,30.0,33.0,37.0,40.0,57.0,79.0,81.0
166.0,106.0,120.0,69.0,128.0,20.0,160.0,136.0,2.0,9.0,13.0,21.0,25.0,28.0,33.0,39.0,40.0,57.0,60.0,81.0
85.0,35.0,60.0,41.0,42.0,20.0,117.0,60.0,3.0,9.0,11.0,23.0,24.0,28.0,34.0,37.0,40.0,42.0,61.0,81.0
89.0,30.0,60.0,31.0,34.0,20.0,56.0,32.0,3.0,9.0,11.0,21.0,25.0,30.0,34.0,37.0,40.0,43.0,77.0,81.0
210.0,3120.0,120.0,181.0,4160.0,10.0,0.0,0.0,2.0,9.0,16.0,21.0,25.0,27.0,34.0,39.0,41.0,57.0,61.0,81.0
82.0,4200.0,120.0,31.0,5460.0,20.0,0.0,0.0,0.0,10.0,16.0,23.0,25.0,30.0,33.0,38.0,41.0,57.0,61.0,81.0
193.0,62.0,120.0,50.0,66.0,30.0,170.0,130.0,3.0,9.0,11.0,21.0,25.0,28.0,34.0,38.0,40.0,42.0,77.0,81.0
127.0,2600.0,120.0,78.0,3120.0,30.0,72.0,52.0,6.0,9.0,16.0,21.0,25.0,28.0,34.0,36.0,41.0,42.0,72.0,81.0
51.0,443.0,120.0,18.0,443.0,30.0,50.0,25.0,1.0,10.0,18.0,22.0,24.0,28.0,33.0,37.0,40.0,59.0,77.0,82.0
139.0,55.0,60.0,98.0,68.0,10.0,60.0,28.0,2.0,10.0,11.0,21.0,25.0,28.0,34.0,37.0,40.0,42.0,72.0,82.0
122.0,2600.0,120.0,76.0,3380.0,20.0,0.0,0.0,0.0,9.0,16.0,22.0,25.0,29.0,34.0,38.0,41.0,55.0,60.0,81.0
173.0,92.0,60.0,65.0,127.0,30.0,150.0,100.0,3.0,10.0,11.0,21.0,25.0,31.0,34.0,38.0,40.0,42.0,77.0,81.0
240.0,81.0,120.0,97.0,99.0,20.0,128.0,84.0,2.0,10.0,11.0,22.0,25.0,29.0,34.0,37.0,40.0,43.0,72.0,81.0
112.0,4200.0,30.0,60.0,5460.0,30.0,104.0,56.0,2.0,10.0,16.0,21.0,25.0,30.0,34.0,38.0,41.0,43.0,60.0,82.0
140.0,48.0,60.0,59.0,50.0,20.0,60.0,56.0,2.0,9.0,11.0,21.0,25.0,31.0,33.0,36.0,40.0,59.0,61.0,81.0
220.0,57.0,30.0,164.0,70.0,20.0,168.0,100.0,2.0,9.0,11.0,21.0,24.0,28.0,34.0,37.0,40.0,54.0,79.0,81.0
108.0,2900.0,120.0,68.0,4640.0,10.0,104.0,58.0,2.0,10.0,17.0,21.0,25.0,31.0,33.0,36.0,41.0,59.0,78.0,82.0
150.0,88.0,120.0,50.0,105.0,20.0,170.0,156.0,2.0,10.0,11.0,22.0,24.0,29.0,34.0,38.0,40.0,42.0,77.0,81.0
236.0,56.0,60.0,71.0,64.0,20.0,250.0,208.0,0.0,9.0,11.0,22.0,25.0,28.0,33.0,37.0,40.0,59.0,60.0,81.0
236.0,189.0,120.0,81.0,225.0,20.0,168.0,132.0,2.0,10.0,13.0,22.0,24.0,29.0,34.0,38.0,40.0,59.0,60.0,81.0
182.0,126.0,60.0,71.0,140.0,10.0,210.0,132.0,2.0,10.0,11.0,22.0,24.0,29.0,34.0,38.0,40.0,59.0,60.0,81.0
214.0,130.0,30.0,114.0,172.0,20.0,200.0,156.0,2.0,9.0,13.0,22.0,24.0,30.0,34.0,38.0,40.0,57.0,60.0,81.0
92.0,23.0,30.0,41.0,31.0,20.0,90.0,84.0,3.0,10.0,16.0,21.0,24.0,28.0,34.0,38.0,40.0,43.0,60.0,81.0
214.0,56.0,120.0,77.0,80.0,10.0,0.0,0.0,2.0,9.0,11.0,21.0,25.0,28.0,34.0,39.0,40.0,42.0,79.0,81.0
84.0,26.0,30.0,58.0,31.0,30.0,0.0,0.0,2.0,9.0,11.0,21.0,25.0,31.0,34.0,36.0,40.0,59.0,65.0,82.0
164.0,62.0,30.0,64.0,82.0,20.0,170.0,162.0,2.0,9.0,11.0,22.0,25.0,28.0,34.0,38.0,40.0,57.0,60.0,81.0
142.0,89.0,30.0,99.0,88.0,10.0,156.0,110.0,2.0,10.0,11.0,22.0,24.0,29.0,34.0,38.0,40.0,57.0,67.0,81.0
287.0,2600.0,60.0,66.0,3380.0,10.0,0.0,0.0,2.0,9.0,16.0,21.0,24.0,27.0,34.0,39.0,41.0,57.0,72.0,81.0
138.0,34.0,30.0,100.0,40.0,30.0,110.0,70.0,1.0,9.0,11.0,21.0,25.0,31.0,34.0,37.0,40.0,57.0,61.0,81.0
130.0,71.0,30.0,67.0,78.0,10.0,90.0,52.0,3.0,10.0,11.0,21.0,25.0,29.0,34.0,38.0,40.0,43.0,60.0,81.0
323.0,101.0,120.0,116.0,127.0,20.0,184.0,96.0,2.0,10.0,11.0,21.0,25.0,30.0,34.0,38.0,40.0,57.0,72.0,81.0
220.0,68.0,120.0,170.0,80.0,10.0,168.0,125.0,2.0,9.0,11.0,21.0,24.0,28.0,34.0,37.0,40.0,54.0,79.0,81.0
95.0,29.0,120.0,46.0,35.0,20.0,70.0,45.0,0.0,9.0,11.0,21.0,25.0,29.0,33.0,38.0,40.0,47.0,72.0,81.0
100.0,58.0,60.0,49.0,71.0,10.0,117.0,78.0,0.0,10.0,11.0,23.0,24.0,29.0,34.0,38.0,40.0,43.0,60.0,81.0
118.0,50.0,30.0,63.0,84.0,20.0,130.0,60.0,2.0,10.0,11.0,23.0,25.0,29.0,34.0,38.0,40.0,43.0,60.0,81.0
210.0,99.0,60.0,60.0,123.0,10.0,112.0,90.0,0.0,9.0,13.0,22.0,25.0,29.0,34.0,38.0,40.0,43.0,72.0,81.0
80.0,2600.0,30.0,34.0,4160.0,20.0,0.0,0.0,2.0,9.0,16.0,21.0,25.0,31.0,33.0,37.0,41.0,42.0,72.0,81.0
74.0,24.0,120.0,39.0,32.0,10.0,0.0,0.0,2.0,9.0,11.0,21.0,25.0,32.0,34.0,37.0,40.0,59.0,77.0,82.0
137.0,2600.0,120.0,86.0,3120.0,30.0,80.0,78.0,4.0,9.0,16.0,21.0,25.0,29.0,33.0,37.0,41.0,43.0,72.0,81.0
71.0,3780.0,30.0,38.0,6720.0,20.0,65.0,30.0,1.0,10.0,16.0,22.0,25.0,30.0,33.0,37.0,41.0,57.0,79.0,81.0
266.0,98.0,30.0,192.0,118.0,30.0,250.0,145.0,2.0,10.0,11.0,21.0,25.0,27.0,34.0,36.0,40.0,52.0,77.0,81.0
83.0,2220.0,30.0,34.0,2960.0,20.0,0.0,0.0,0.0,9.0,17.0,21.0,25.0,28.0,33.0,37.0,41.0,52.0,60.0,82.0
296.0,64.0,60.0,195.0,71.0,20.0,110.0,84.0,2.0,10.0,11.0,21.0,24.0,29.0,34.0,38.0,40.0,52.0,62.0,81.0
198.0,138.0,60.0,169.0,167.0,30.0,112.0,104.0,0.0,10.0,13.0,21.0,25.0,29.0,34.0,38.0,40.0,52.0,68.0,81.0
151.0,78.0,30.0,113.0,99.0,20.0,88.0,64.0,2.0,10.0,11.0,22.0,24.0,29.0,34.0,38.0,40.0,52.0,61.0,81.0
183.0,163.0,30.0,113.0,210.0,20.0,110.0,104.0,2.0,10.0,13.0,22.0,24.0,30.0,34.0,38.0,40.0,59.0,61.0,81.0
203.0,2340.0,120.0,118.0,3120.0,30.0,195.0,60.0,0.0,9.0,16.0,23.0,25.0,30.0,34.0,37.0,41.0,52.0,61.0,81.0
170.0,94.0,60.0,88.0,105.0,20.0,221.0,110.0,3.0,10.0,11.0,21.0,24.0,28.0,34.0,37.0,40.0,57.0,60.0,81.0
80.0,161.0,30.0,31.0,215.0,10.0,48.0,30.0,0.0,9.0,18.0,22.0,25.0,27.0,34.0,39.0,40.0,52.0,75.0,82.0
277.0,84.0,60.0,222.0,105.0,30.0,130.0,80.0,3.0,10.0,11.0,21.0,25.0,29.0,34.0,37.0,40.0,42.0,78.0,81.0
82.0,3120.0,60.0,34.0,3380.0,10.0,60.0,32.0,1.0,9.0,16.0,21.0,25.0,28.0,34.0,39.0,41.0,57.0,61.0,82.0
98.0,142.0,30.0,53.0,184.0,20.0,80.0,52.0,2.0,10.0,13.0,22.0,24.0,29.0,34.0,38.0,40.0,43.0,60.0,81.0
182.0,110.0,120.0,96.0,146.0,10.0,136.0,110.0,3.0,10.0,11.0,23.0,24.0,29.0,34.0,38.0,40.0,43.0,72.0,81.0
190.0,92.0,120.0,165.0,105.0,20.0,150.0,117.0,2.0,10.0,11.0,22.0,24.0,30.0,34.0,38.0,40.0,57.0,64.0,81.0
344.0,77.0,60.0,230.0,80.0,20.0,152.0,100.0,3.0,9.0,11.0,21.0,25.0,30.0,34.0,38.0,40.0,42.0,78.0,81.0
147.0,64.0,30.0,66.0,84.0,20.0,117.0,55.0,2.0,10.0,11.0,22.0,25.0,29.0,34.0,38.0,40.0,43.0,60.0,81.0
229.0,128.0,120.0,140.0,142.0,20.0,104.0,64.0,0.0,10.0,13.0,22.0,24.0,30.0,34.0,38.0,40.0,57.0,74.0,81.0
54.0,2340.0,120.0,28.0,4160.0,10.0,0.0,0.0,1.0,9.0,16.0,21.0,25.0,28.0,34.0,37.0,41.0,59.0,77.0,81.0
146.0,43.0,60.0,122.0,62.0,30.0,40.0,30.0,0.0,9.0,13.0,21.0,24.0,29.0,34.0,38.0,40.0,59.0,77.0,81.0
88.0,5040.0,120.0,46.0,6720.0,10.0,48.0,70.0,1.0,10.0,16.0,23.0,25.0,28.0,34.0,37.0,41.0,42.0,72.0,81.0
201.0,92.0,120.0,96.0,105.0,30.0,136.0,143.0,2.0,10.0,11.0,22.0,24.0,28.0,34.0,37.0,40.0,52.0,65.0,81.0
169.0,45.0,120.0,73.0,60.0,30.0,195.0,68.0,4.0,9.0,15.0,22.0,25.0,28.0,34.0,37.0,40.0,52.0,61.0,81.0
115.0,130.0,30.0,71.0,176.0,20.0,72.0,52.0,0.0,10.0,13.0,22.0,24.0,30.0,33.0,37.0,40.0,42.0,61.0,81.0
159.0,150.0,60.0,55.0,218.0,30.0,112.0,110.0,2.0,10.0,13.0,22.0,24.0,29.0,34.0,38.0,40.0,52.0,61.0,81.0
236.0,189.0,120.0,81.0,225.0,20.0,168.0,108.0,3.0,10.0,13.0,21.0,25.0,30.0,34.0,38.0,40.0,59.0,60.0,81.0
181.0,48.0,60.0,126.0,52.0,20.0,195.0,90.0,2.0,9.0,11.0,22.0,25.0,30.0,34.0,38.0,40.0,43.0,79.0,81.0
179.0,221.0,60.0,142.0,237.0,10.0,160.0,84.0,0.0,10.0,13.0,22.0,24.0,29.0,34.0,38.0,40.0,57.0,60.0,81.0
277.0,76.0,30.0,222.0,84.0,10.0,104.0,80.0,3.0,10.0,11.0,21.0,25.0,29.0,34.0,37.0,40.0,42.0,78.0,81.0
166.0,97.0,30.0,91.0,137.0,20.0,140.0,123.0,2.0,10.0,11.0,22.0,24.0,28.0,34.0,38.0,40.0,52.0,61.0,81.0
150.0,47.0,120.0,56.0,53.0,30.0,221.0,76.0,2.0,9.0,11.0,22.0,25.0,30.0,34.0,37.0,40.0,57.0,60.0,81.0
255.0,128.0,60.0,118.0,189.0,30.0,220.0,140.0,3.0,9.0,13.0,21.0,25.0,27.0,34.0,36.0,40.0,52.0,77.0,81.0
103.0,57.0,60.0,52.0,70.0,10.0,91.0,65.0,2.0,9.0,13.0,21.0,25.0,27.0,33.0,36.0,40.0,57.0,61.0,81.0
193.0,114.0,30.0,79.0,139.0,30.0,234.0,96.0,3.0,9.0,13.0,21.0,24.0,30.0,34.0,38.0,40.0,57.0,60.0,81.0
315.0,58.0,60.0,230.0,78.0,30.0,152.0,162.0,3.0,9.0,11.0,21.0,25.0,30.0,34.0,38.0,40.0,42.0,78.0,81.0
329.0,110.0,30.0,162.0,127.0,10.0,232.0,150.0,3.0,10.0,11.0,21.0,25.0,29.0,34.0,38.0,40.0,55.0,78.0,81.0
56.0,100.0,30.0,33.0,100.0,10.0,156.0,143.0,1.0,10.0,15.0,22.0,25.0,28.0,34.0,38.0,40.0,54.0,79.0,81.0
144.0,109.0,60.0,89.0,114.0,20.0,96.0,64.0,2.0,9.0,13.0,21.0,24.0,28.0,34.0,37.0,40.0,42.0,61.0,81.0
95.0,43.0,120.0,49.0,50.0,30.0,78.0,32.0,2.0,9.0,13.0,21.0,25.0,29.0,33.0,38.0,40.0,51.0,60.0,81.0
116.0,373.0,120.0,51.0,539.0,20.0,64.0,96.0,4.0,10.0,19.0,22.0,25.0,30.0,34.0,38.0,40.0,43.0,60.0,82.0
